latitude,longitude,values,location
-6.5,-44.5,1.9436381,"Mirador, Região Geográfica Imediata de Colinas, Região Geográfica Intermediária de Presidente Dutra, Maranhão, Região Nordeste, 65850000, Brasil"
-6.5,-43.5,1.8930883,"Sucupira do Riachão, Região Geográfica Imediata de São João dos Patos, Região Geográfica Intermediária de Presidente Dutra, Maranhão, Região Nordeste, 65668-000, Brasil"
-6.5,-42.5,1.8281977,"Jacaré, Regeneração, Região Geográfica Imediata de Amarante - Água Branca - Regeneração, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, Brasil"
-6.5,-41.5,1.7923914,"Lagoa do Sítio, Região Geográfica Imediata de Valença do Piauí, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, Brasil"
-6.5,-40.5,1.753555,"Parambu, Região Geográfica Imediata de Tauá, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63680-000, Brasil"
-6.5,-39.5,1.7294321,"Jucás, Região Geográfica Imediata de Iguatu, Ceará, Região Nordeste, 6353000, Brasil"
-6.5,-38.5,1.7103418,"Dois Riachos, Joca Claudino, Região Geográfica Imediata de Sousa, Região Metropolitana de Cajazeiras, Região Geográfica Intermediária de Sousa-Cajazeiras, Paraíba, Região Nordeste, Brasil"
-6.5,-37.5,1.6799325,"São Bento, Região Geográfica Imediata de Catolé do Rocha-São Bento, Região Geográfica Intermediária de Patos, Paraíba, Região Nordeste, 58865000, Brasil"
-6.5,-36.5,1.604716,"Acesso Povoado Ermo a Frei Matinho-PB, Carnaúba dos Dantas, Frei Martinho, Região Geográfica Imediata de Cuité-Nova Floresta, Região Metropolitana de Barra de Santa Rosa, Região Geográfica Intermediária de Campina Grande, Paraíba, Região Nordeste, Brasil"
-6.5,-35.5,1.495588,"Tacima, Região Geográfica Imediata de Guarabira, Região Metropolitana de Araruna, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
-6.5,12.5,1.5792315,"Nzeto/Soyo, Zaire, Angola"
-6.5,13.5,1.6299524,"Zaire, Angola"
-6.5,14.5,1.6414504,"Zaire, Angola"
-6.5,15.5,1.6836634,"Uíge, Angola"
-6.5,16.5,1.7150757,"Uíge, Angola"
-6.5,17.5,1.7636828,"Kwango, République démocratique du Congo"
-6.5,18.5,1.7406127,"Kwango, République démocratique du Congo"
-6.5,19.5,1.6921738,"Kwango, République démocratique du Congo"
-6.5,20.5,1.6429011,"Kasaï, République démocratique du Congo"
-6.5,21.5,1.6085061,"Kasaï, République démocratique du Congo"
-6.5,22.5,1.5771005,"Lulua, Kasaï-Central, République démocratique du Congo"
-6.5,23.5,1.5721138,"Bakwa-Kalonji, Tshilenge, Kasaï-Oriental, République démocratique du Congo"
-6.5,24.5,1.5539569,"Kabinda, Lomami, République démocratique du Congo"
-6.5,25.5,1.5530963,"Kabongo, Haut-Lomami, République démocratique du Congo"
-6.5,26.5,1.5696849,"Tanganyika, République démocratique du Congo"
-6.5,27.5,1.6195463,"Tanganyika, République démocratique du Congo"
-6.5,28.5,1.6551695,"Kijinda, Tanganyika, République démocratique du Congo"
-6.5,29.5,1.6931709,"Tanganyika, République démocratique du Congo"
-6.5,30.5,1.7681323,"Mpanda, Katavi, Western Zone, Tanzania"
-6.5,31.5,1.8162847,"Nsimbo, Katavi, Western Zone, Tanzania"
-6.5,32.5,1.8121483,"Mlele, Katavi, Western Zone, Tanzania"
-6.5,33.5,1.8213952,"Sikonge, Tabora, Central Zone, Tanzania"
-6.5,34.5,1.8083148,"Itigi, Singida, Central Zone, Tanzania"
-6.5,35.5,1.760474,"Bahi, Dodoma, Central Zone, 138, Tanzania"
-6.5,36.5,1.7160394,"Kimagai, Mpwapwa, Dodoma, Central Zone, Tanzania"
-6.5,37.5,1.6275473,"Mvomero, Morogoro, Coastal Zone, Tanzania"
-6.5,38.5,1.5086484,"Tarawanda, Chalinze, Pwani, Coastal Zone, Tanzania"
-6.5,39.5,1.395702,"Unguja Kusini, Zanzibar زنجبار, Tanzania"
-6.5,105.5,1.4319935,"Banten, Indonesia"
-6.5,106.5,1.5102102,"Kalongsawah, Jawa Barat, Indonesia"
-6.5,107.5,1.5223207,"Jalan Raya Campaka, Cijaya, Ciwangi, Jawa Barat, 41111, Indonesia"
-6.5,108.5,1.5042312,"Luwunggesik, Kabupaten Indramayu, Jawa Barat, Indonesia"
-6.5,109.5,1.4635389,"Jawa Tengah, Indonesia"
-6.5,110.5,1.4659383,"Jawa Tengah, Indonesia"
-6.5,111.5,1.4660131,"Jawa Tengah, Indonesia"
-6.5,112.5,1.4258789,"Jawa Timur, Indonesia"
-6.5,113.5,1.3810588,"Jawa Timur, Indonesia"
-6.5,114.5,1.3574265,"Jawa Timur, Indonesia"
-6.5,115.5,1.3488951,"Jawa Timur, Indonesia"
-6.5,116.5,1.3452227,"Sulawesi Selatan, Indonesia"
-6.5,117.5,1.3412561,"Sulawesi Selatan, Indonesia"
-6.5,118.5,1.3349689,"Sulawesi Selatan, Indonesia"
-6.5,119.5,1.3299108,"Sulawesi Selatan, Indonesia"
-6.5,120.5,1.3273119,"Appatanah, Sulawesi Selatan, Indonesia"
-6.5,121.5,1.3214221,"Sulawesi Selatan, Indonesia"
-6.5,122.5,1.3182087,"Sulawesi Tenggara, Indonesia"
-6.5,123.5,1.3124614,"Sulawesi Tenggara, Indonesia"
-6.5,124.5,1.311525,"Sulawesi Tenggara, Indonesia"
-6.5,125.5,1.3118258,"Sulawesi Tenggara, Indonesia"
-6.5,126.5,1.310287,"Maluku, Indonesia"
-6.5,127.5,1.3122854,"Maluku, Indonesia"
-6.5,128.5,1.3117559,"Maluku, Indonesia"
-6.5,129.5,1.3116801,"Maluku, Indonesia"
-6.5,130.5,1.3128711,"Maluku, Indonesia"
-6.5,131.5,1.3079971,"Maluku, Indonesia"
-6.5,132.5,1.3042036,"Maluku, Indonesia"
-6.5,133.5,1.3068978,"Maluku, Indonesia"
-6.5,134.5,1.3099085,"Maluku, Indonesia"
-6.5,138.5,1.4545519,"Papua, Indonesia"
-6.5,139.5,1.506891,"Wanggate, Mappi, Papua, Indonesia"
-6.5,140.5,1.5107216,"Boven Digoel, Papua, Indonesia"
-6.5,141.5,1.493944,"Western, Southern Region, Papua Niugini"
-6.5,142.5,1.5020704,"Western, Southern Region, Papua Niugini"
-6.5,143.5,1.5065033,"Southern Highlands, Highlands Region, Papua Niugini"
-6.5,144.5,1.5042796,"Karimui District, Simbu, Highlands Region, Papua Niugini"
-6.5,145.5,1.499264,"Keti Community School, Keti, Eastern Highlands, Highlands Region, Papua Niugini"
-6.5,146.5,1.4524361,"Nowa, Morobe, Momase Region, Papua Niugini"
-6.5,147.5,1.3672032,"Gabo, Songong, Finschhafen District, Morobe, Momase Region, Papua Niugini"
-6.5,148.5,1.3349242,"West New Britain, Islands Region, Papua Niugini"
-6.5,149.5,1.3407606,"Kandrian District, West New Britain, Islands Region, Papua Niugini"
-6.5,155.5,1.3405755,"Buin District, Autonomous Region of Bougainville, Islands Region, Papua Niugini"
-6.5,156.5,1.3235319,"Choiseul, Solomon Islands"
-5.5,-84.5,1.8003266,Perú
-5.5,-83.5,1.8056477,Perú
-5.5,-82.5,1.7932924,Perú
-5.5,-81.5,1.7757326,Perú
-5.5,-80.5,1.7501501,"Catacaos, Piura, 073, Perú"
-5.5,-79.5,1.803381,"PE-3N, Huarmaca, Huancabamba, Piura, Perú"
-5.5,-78.5,1.908614,"AM-518, Nuevo Progreso, Aramango, Bagua, Amazonas, Perú"
-5.5,-77.5,1.9673663,"Barranca, Datem del Marañón, Loreto, Perú"
-5.5,-76.5,2.0215163,"Antioquia, Jeberos, Alto Amazonas, Loreto, Perú"
-5.5,-75.5,2.0183895,"Parinari, Loreto, Perú"
-5.5,-74.5,2.0408387,"Las Palmas, Puinahua, Requena, Loreto, Perú"
-5.5,-73.5,2.0361092,"Yaquerana, Requena, Loreto, Perú"
-5.5,-72.5,2.0528274,"Atalaia do Norte, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-5.5,-71.5,2.055657,"Atalaia do Norte, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-5.5,-70.5,2.0605438,"Atalaia do Norte, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-5.5,-69.5,2.0742977,"Jutaí, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-5.5,-68.5,2.09017,"Jutaí, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-5.5,-67.5,2.1013746,"Carauari, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, 69500-000, Brasil"
-5.5,-66.5,2.1372538,"Tapauá, Região Geográfica Imediata de Lábrea, Região Geográfica Intermediária de Lábrea, Amazonas, Região Norte, Brasil"
-5.5,-65.5,2.1840122,"Coari, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69460-000, Brasil"
-5.5,-64.5,2.184249,"Coari, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69460-000, Brasil"
-5.5,-63.5,2.205361,"Tapauá, Região Geográfica Imediata de Lábrea, Região Geográfica Intermediária de Lábrea, Amazonas, Região Norte, Brasil"
-5.5,-62.5,2.2541282,"Tapauá, Região Geográfica Imediata de Lábrea, Região Geográfica Intermediária de Lábrea, Amazonas, Região Norte, Brasil"
-5.5,-61.5,2.2838566,"Manicoré, Região Geográfica Imediata de Manicoré, Região Geográfica Intermediária de Lábrea, Amazonas, Região Norte, Brasil"
-5.5,-60.5,2.3019378,"Novo Aripuanã, Região Geográfica Imediata de Manicoré, Região Geográfica Intermediária de Lábrea, Amazonas, Região Norte, 69260000, Brasil"
-5.5,-59.5,2.2875812,"Borba, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-5.5,-58.5,2.2955966,"Osório da Fonseca, Maués, Região Geográfica Imediata de Parintins, Região Geográfica Intermediária de Parintins, Amazonas, Região Norte, Brasil"
-5.5,-57.5,2.3105714,"Itaituba, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil"
-5.5,-56.5,2.3198495,"Trairão, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil"
-5.5,-55.5,2.301957,"Trairão, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil"
-5.5,-54.5,2.275088,"Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-5.5,-53.5,2.2486858,"Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-5.5,-52.5,2.2043064,"Taboca, São Félix do Xingu, Região Geográfica Imediata de Tucumã - São Félix do Xingu, Região Geográfica Intermediária de Redenção, Pará, Região Norte, Brasil"
-5.5,-51.5,2.1499379,"Vila Ladeira Vermelha, São Félix do Xingu, Região Geográfica Imediata de Tucumã - São Félix do Xingu, Região Geográfica Intermediária de Redenção, Pará, Região Norte, Brasil"
-5.5,-50.5,2.1252475,"Serra Azul, Marabá, Região Geográfica Imediata de Marabá, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-5.5,-49.5,2.098686,"Marabá, Região Geográfica Imediata de Marabá, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-5.5,-48.5,2.0981166,"Apinagés, São João do Araguaia, Região Geográfica Imediata de Marabá, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-5.5,-47.5,2.0379248,"Rua Sete de Setembro, Santa Ines, Imperatriz, Região Geográfica Imediata de Imperatriz, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, 65919-161, Brasil"
-5.5,-46.5,1.9857811,"Amarante do Maranhão, Região Geográfica Imediata de Imperatriz, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, Brasil"
-5.5,-45.5,1.932561,"Barra do Corda, Região Geográfica Imediata de Barra do Corda, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, 65950-000, Brasil"
-5.5,-44.5,1.870993,"São Pedro, Santa Filomena do Maranhão, Região Geográfica Imediata de Presidente Dutra, Região Geográfica Intermediária de Presidente Dutra, Maranhão, Região Nordeste, Brasil"
-5.5,-43.5,1.8257477,"Brejo de São Félix, Parnarama, Região Geográfica Imediata de Timon, Região Geográfica Intermediária de Caxias, Maranhão, Região Nordeste, Brasil"
-5.5,-42.5,1.7805294,"Lagoa do Piauí, Região Geográfica Imediata de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, 64388-000, Brasil"
-5.5,-41.5,1.7640383,"Castelo do Piauí, Região Geográfica Imediata de Campo Maior, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, 64340-000, Brasil"
-5.5,-40.5,1.7310132,"Independência, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63640-000, Brasil"
-5.5,-39.5,1.7027181,"Estrada do Aterro, Senador Pompeu, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63600-000, Brasil"
-5.5,-38.5,1.6712035,"Jaguaribara, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil"
-5.5,-37.5,1.6273867,"Governador Dix-Sept Rosado, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil"
-5.5,-36.5,1.5238943,"RN-263, Afonso Bezerra, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil"
-5.5,-35.5,1.4207985,"RN-309, Nova Esperança II, Ceará-Mirim, Região Geográfica Imediata de Natal, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil"
-5.5,12.5,1.6025404,"Baca, Cabinda, Angola"
-5.5,13.5,1.6445073,"Seke-Banza, Kongo-Central, République démocratique du Congo"
-5.5,14.5,1.6435256,"Lukala, Mbanza-Ngungu, Kongo-Central, République démocratique du Congo"
-5.5,15.5,1.6670353,"Madimba, Kongo-Central, République démocratique du Congo"
-5.5,16.5,1.6804748,"Kwango, République démocratique du Congo"
-5.5,17.5,1.7061979,"Kwilu, République démocratique du Congo"
-5.5,18.5,1.694443,"Kwilu, République démocratique du Congo"
-5.5,19.5,1.671548,"Kwilu, République démocratique du Congo"
-5.5,20.5,1.6503888,"RS704, Kasaï, République démocratique du Congo"
-5.5,21.5,1.6206522,"Kasaï, République démocratique du Congo"
-5.5,22.5,1.595637,"Ecole primaire Luemba, Lulua, Kasaï-Central, République démocratique du Congo"
-5.5,23.5,1.577839,"Lulua, Kasaï-Central, République démocratique du Congo"
-5.5,24.5,1.5458356,"Kabinda, Lomami, République démocratique du Congo"
-5.5,25.5,1.5410857,"Kabinda, Lomami, République démocratique du Congo"
-5.5,26.5,1.5569422,"Tanganyika, République démocratique du Congo"
-5.5,27.5,1.6293241,"Tanganyika, République démocratique du Congo"
-5.5,28.5,1.6578108,"Tanganyika, République démocratique du Congo"
-5.5,29.5,1.7003856,"Tanganyika, République démocratique du Congo"
-5.5,30.5,1.7517672,"Mpanda, Katavi, Western Zone, Tanzania"
-5.5,31.5,1.7505538,"Mzee Ahab Guest House., R385, Ukumbisiganga, Kaliua, Tabora, Central Zone, Tanzania"
-5.5,32.5,1.7692022,"Sikonge, Tabora, Central Zone, Tanzania"
-5.5,33.5,1.7792407,"Uyui, Tabora, Central Zone, Tanzania"
-5.5,34.5,1.7675979,"Ikungi, Singida, Central Zone, Tanzania"
-5.5,35.5,1.7221842,"Chemba, Dodoma, Central Zone, Tanzania"
-5.5,36.5,1.6752388,"Kiteto, Manyara, Northern Zone, Tanzania"
-5.5,37.5,1.595332,"Kilindi, Tanga, Northern Zone, Tanzania"
-5.5,38.5,1.4821107,"Kabuku Kaskazini, Handeni, Tanga, Northern Zone, Tanzania"
-5.5,39.5,1.394874,"Unguja Kaskazini, Zanzibar زنجبار, Tanzania"
-5.5,53.5,1.4305458,Sesel
-5.5,102.5,1.2934177,"Bengkulu, Indonesia"
-5.5,103.5,1.3962175,"Bengkulu, Indonesia"
-5.5,104.5,1.4797902,"Tugu Rejo, Tanggamus, Lampung, Indonesia"
-5.5,105.5,1.4657168,"Sumberagung, Lampung Selatan, Lampung, Indonesia"
-5.5,106.5,1.4377002,"Daerah Khusus Ibukota Jakarta, Indonesia"
-5.5,107.5,1.4134539,"Jawa Barat, Indonesia"
-5.5,108.5,1.399833,"Jawa Barat, Indonesia"
-5.5,109.5,1.3829734,"Jawa Tengah, Indonesia"
-5.5,110.5,1.38079,"Jawa Tengah, Indonesia"
-5.5,111.5,1.3747422,"Jawa Tengah, Indonesia"
-5.5,112.5,1.3631847,"Jawa Timur, Indonesia"
-5.5,113.5,1.3511325,"Jawa Timur, Indonesia"
-5.5,114.5,1.3430812,"Jawa Timur, Indonesia"
-5.5,115.5,1.3395022,"Jawa Timur, Indonesia"
-5.5,116.5,1.3471235,"Sulawesi Selatan, Indonesia"
-5.5,117.5,1.3538427,"Sulawesi Selatan, Indonesia"
-5.5,118.5,1.3493932,"Sulawesi Selatan, Indonesia"
-5.5,119.5,1.3682737,"Jeneponto, Bontokadatto, Sulawesi Selatan, Indonesia"
-5.5,120.5,1.3649597,"Sulawesi Selatan, Indonesia"
-5.5,121.5,1.3580908,"Sulawesi Tenggara, Indonesia"
-5.5,122.5,1.3547069,"Lipu, Sulawesi Tenggara, Indonesia"
-5.5,123.5,1.3146706,"Sulawesi Tenggara, Indonesia"
-5.5,124.5,1.3067746,"Sulawesi Tenggara, Indonesia"
-5.5,125.5,1.3054013,"Sulawesi Tenggara, Indonesia"
-5.5,126.5,1.3079345,"Maluku, Indonesia"
-5.5,127.5,1.3092499,"Maluku, Indonesia"
-5.5,128.5,1.3077118,"Maluku, Indonesia"
-5.5,129.5,1.3062915,"Maluku, Indonesia"
-5.5,130.5,1.3063955,"Maluku, Indonesia"
-5.5,131.5,1.3093282,"Maluku, Indonesia"
-5.5,132.5,1.3108231,"Maluku, Indonesia"
-5.5,133.5,1.3122187,"Maluku, Indonesia"
-5.5,134.5,1.3151311,"Kolaha, Kepulauan Aru, Maluku, Indonesia"
-5.5,137.5,1.4331214,"Papua, Indonesia"
-5.5,138.5,1.4824041,"Papua, Indonesia"
-5.5,139.5,1.5049822,"Mappi, Papua, Indonesia"
-5.5,140.5,1.5017954,"Boven Digoel, Papua, Indonesia"
-5.5,141.5,1.5001795,"Kiunga District, Western, Southern Region, Papua Niugini"
-5.5,142.5,1.5110598,"Koroba - Kopiago District, Hela, Highlands Region, Papua Niugini"
-5.5,143.5,1.509769,"Kanak, Niungu, Enga, Highlands Region, Papua Niugini"
-5.5,144.5,1.4972621,"Jimi District, Jiwaka, Highlands Region, Papua Niugini"
-5.5,145.5,1.4535496,"Tapopo, Madang, Momase Region, Papua Niugini"
-5.5,146.5,1.388629,"Saidor District, Madang, Momase Region, Papua Niugini"
-5.5,147.5,1.3426368,"Momase Region, Papua Niugini"
-5.5,148.5,1.3493357,"Vem, West New Britain, Islands Region, Papua Niugini"
-5.5,149.5,1.3702385,"Solamani, West New Britain, Islands Region, Papua Niugini"
-5.5,150.5,1.3518506,"Rikau, West New Britain, Islands Region, Papua Niugini"
-5.5,151.5,1.3465655,"Bilatena, Marmar, East New Britain, Islands Region, Papua Niugini"
-5.5,154.5,1.3227963,"Buka District, Autonomous Region of Bougainville, Islands Region, Papua Niugini"
-5.5,155.5,1.3200347,"Autonomous Region of Bougainville, Islands Region, Papua Niugini"
-5.5,159.5,1.3049431,"Malaita, Solomon Islands"
-4.5,-174.5,1.3622966,"Phoenix Islands, Kiribati"
-4.5,-84.5,1.7957052,Perú
-4.5,-83.5,1.7909487,Perú
-4.5,-82.5,1.7814275,Perú
-4.5,-81.5,1.7597975,Perú
-4.5,-80.5,1.7318891,"PI-521, Lancones, Sullana, Piura, Perú"
-4.5,-79.5,1.7941203,"Jibiruche, Bellavista, Cantón Espindola, Loja, 110501, Ecuador"
-4.5,-78.5,1.8934367,"El Cenepa, Condorcanqui, Amazonas, Perú"
-4.5,-77.5,1.9534383,"Chorros, Manseriche, Datem del Marañón, Loreto, Perú"
-4.5,-76.5,1.985543,"Pastaza, Datem del Marañón, Loreto, Perú"
-4.5,-75.5,1.9773016,"Urarinas, Loreto, Perú"
-4.5,-74.5,1.9940516,"Parinari, Loreto, Perú"
-4.5,-73.5,1.9785641,"Nauta, Loreto, Perú"
-4.5,-72.5,1.9838488,"Yavari, Mariscal Ramón Castilla, Loreto, Perú"
-4.5,-71.5,1.9996127,"Atalaia do Norte, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-4.5,-70.5,2.0114143,"Atalaia do Norte, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-4.5,-69.5,2.03316,"São Paulo de Olivença, Região Geográfica Imediata de Tabatinga, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, 69600-000, Brasil"
-4.5,-68.5,2.0680013,"Jutaí, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-4.5,-67.5,2.0983913,"Jutaí, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-4.5,-66.5,2.1137524,"Carauari, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, 69500-000, Brasil"
-4.5,-65.5,2.1408544,"Boca do Curimatá, Tefé, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil"
-4.5,-64.5,2.1679637,"Coari, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69460-000, Brasil"
-4.5,-63.5,2.1963074,"Coari, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69460-000, Brasil"
-4.5,-62.5,2.254004,"Anori, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-4.5,-61.5,2.2756948,"Beruri, Região Geográfica Imediata de Coari, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-4.5,-60.5,2.3086624,"Borba, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-4.5,-59.5,2.3019223,"Borba, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-4.5,-58.5,2.313579,"Borba, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil"
-4.5,-57.5,2.319739,"Repartimento, Maués, Região Geográfica Imediata de Parintins, Região Geográfica Intermediária de Parintins, Amazonas, Região Norte, Brasil"
-4.5,-56.5,2.3362873,"Itaituba, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil"
-4.5,-55.5,2.321783,"Itaituba, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil"
-4.5,-54.5,2.2890549,"Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-4.5,-53.5,2.2409203,"Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-4.5,-52.5,2.1769004,"Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-4.5,-51.5,2.1034954,"Senador José Porfírio, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, Brasil"
-4.5,-50.5,2.0720778,"Maracajá, Novo Repartimento, Região Geográfica Imediata de Tucuruí, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-4.5,-49.5,2.0408487,"Novo Repartimento, Região Geográfica Imediata de Tucuruí, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-4.5,-48.5,2.0266728,"Rondon do Pará, Região Geográfica Imediata de Marabá, Região Geográfica Intermediária de Marabá, Pará, Região Norte, Brasil"
-4.5,-47.5,1.9700577,"Paulistão, Itinga do Maranhão, Região Geográfica Imediata de Açailândia, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, 65939-000, Brasil"
-4.5,-46.5,1.9071373,"Barraca dos Peões, Bom Jesus das Selvas, Região Geográfica Imediata de Açailândia, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, Brasil"
-4.5,-45.5,1.850182,"Paulo Ramos, Região Geográfica Imediata de Bacabal, Região Geográfica Intermediária de Santa Inês-Bacabal, Maranhão, Região Nordeste, 65716-000, Brasil"
-4.5,-44.5,1.798107,"Fazenda Salvação (Sede), Lima Campos, Região Geográfica Imediata de Pedreiras, Região Geográfica Intermediária de Santa Inês-Bacabal, Maranhão, Região Nordeste, Brasil"
-4.5,-43.5,1.7602487,"Aldeias Altas, Região Geográfica Imediata de Caxias, Região Geográfica Intermediária de Caxias, Maranhão, Região Nordeste, 65610-000, Brasil"
-4.5,-42.5,1.7331576,"Lagoa Alegre, Região Geográfica Imediata de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Região Geográfica Intermediária de Teresina, Piauí, Região Nordeste, Brasil"
-4.5,-41.5,1.7149172,"Pequis, Pedro II, Região Geográfica Imediata de Piripiri, Região Geográfica Intermediária de Parnaíba, Piauí, Região Nordeste, Brasil"
-4.5,-40.5,1.6667811,"Hidrolândia, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil"
-4.5,-39.5,1.6244782,"Itatira, Região Geográfica Imediata de Canindé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil"
-4.5,-38.5,1.554955,"Ocara, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil"
-4.5,-37.5,1.4795511,"Ceará, Região Nordeste, Brasil"
-4.5,11.5,1.5811816,"Madingo-Kayes, Kouilou, Congo"
-4.5,12.5,1.6387233,"Mvouti, Kouilou, Congo"
-4.5,13.5,1.6571076,"Boko-Songho, Bouenza, Congo"
-4.5,14.5,1.6586831,"Kimpala, Pool, Congo"
-4.5,15.5,1.6909282,"Nsele, Kinshasa, République démocratique du Congo"
-4.5,16.5,1.7150294,"Kwango, République démocratique du Congo"
-4.5,17.5,1.7108319,"Kwango, République démocratique du Congo"
-4.5,18.5,1.7000545,"Vanga, Kwilu, République démocratique du Congo"
-4.5,19.5,1.714789,"Kwilu, République démocratique du Congo"
-4.5,20.5,1.712749,"Kasaï, République démocratique du Congo"
-4.5,21.5,1.6846832,"Kasaï, République démocratique du Congo"
-4.5,22.5,1.6925446,"Lulua, Kasaï-Central, République démocratique du Congo"
-4.5,23.5,1.6748167,"Sankuru, République démocratique du Congo"
-4.5,24.5,1.588875,"Sankuru, République démocratique du Congo"
-4.5,25.5,1.5766578,"Kibombo, Maniema, République démocratique du Congo"
-4.5,26.5,1.5880883,"Kasongo, Maniema, République démocratique du Congo"
